start	end
65951	66000
66001	66050
66051	66100
66101	66150
66151	66200
66201	66250
66251	66300
66301	66350
66351	66400
66401	66450
66451	66500
66501	66550
66551	66600
66601	66650
66651	66700
66701	66750
66751	66800
66801	66850
66851	66900
66901	66950
66951	67000
67001	67050
67051	67100
67101	67150
67151	67200
67201	67250
67251	67300
67301	67350
67351	67400
67401	67450
67451	67500
67501	67550
67551	67600
67601	67650
67651	67700
67701	67750
67751	67800
67801	67850
67851	67900
67901	67950
67951	68000
68001	68050
68051	68100
68101	68150
68151	68200
68201	68250
68251	68300
68301	68350
68351	68400
68401	68450
68451	68500
68501	68550
68551	68600
68601	68650
68651	68700
68701	68750
68751	68800
68801	68850
68851	68900
68901	68950
68951	69000
69001	69050
69051	69100
69101	69150
69151	69200
69201	69250
69251	69300
69301	69350
69351	69400
69401	69450
69451	69500
69501	69550
69551	69600
69601	69650
69651	69700
69701	69750
69751	69800
69801	69850
69851	69900
69901	69950
69951	70000
70001	70050
70051	70100
70101	70150
70151	70200
70201	70250
70251	70300
70301	70350
70351	70400
70401	70450
70451	70500
70501	70550
70551	70600
70601	70650
70651	70700
70701	70750
70751	70800
70801	70850
70851	70900
70901	70950
70951	71000
71001	71050
71051	71100
71101	71150
71151	71200
71201	71250
71251	71300
71301	71350
71351	71400
71401	71450
71451	71500
71501	71550
71551	71600
71601	71650
71651	71700
71701	71750
71751	71800
71801	71850
71851	71900
71901	71950
71951	72000
72001	72050
72051	72100
72101	72150
72151	72200
72201	72250
72251	72300
72301	72350
72351	72400
72401	72450
72451	72500
72501	72550
72551	72600
72601	72650
72651	72700
72701	72750
72751	72800
72801	72850
72851	72900
72901	72950
72951	73000
73001	73050
73051	73100
73101	73150
73151	73200
73201	73250
73251	73300
73301	73350
73351	73400
73401	73450
73451	73500
73501	73550
73551	73600
73601	73650
73651	73700
73701	73750
73751	73800
73801	73850
73851	73900
73901	73950
73951	74000
74001	74050
74051	74100
74101	74150
74151	74200
74201	74250
74251	74300
74301	74350
74351	74400
74401	74450
74451	74500
74501	74550
74551	74600
74601	74650
74651	74700
74701	74750
74751	74800
74801	74850
74851	74900
74901	74950
74951	75000
75001	75050
75051	75100
75101	75150
75151	75200
75201	75250
75251	75300
75301	75350
75351	75400
75401	75450
75451	75500
75501	75550
75551	75600
75601	75650
75651	75700
75701	75750
75751	75800
75801	75850
75851	75900
75901	75950
75951	76000
76001	76050
76051	76100
76101	76150
76151	76200
76201	76250
76251	76300
76301	76350
76351	76400
76401	76450
76451	76500
76501	76550
76551	76600
76601	76650
76651	76700
76701	76750
76751	76800
76801	76850
76851	76900
76901	76950
76951	77000
77001	77050
77051	77100
77101	77150
77151	77200
77201	77250
77251	77300
77301	77350
77351	77400
77401	77450
77451	77500
77501	77550
77551	77600
77601	77650
77651	77700
77701	77750
77751	77800
77801	77850
77851	77900
77901	77950
77951	78000
78001	78050
78051	78100
78101	78150
78151	78200
78201	78250
78251	78300
78301	78350
78351	78400
78401	78450
78451	78500
78501	78550
78551	78600
78601	78650
78651	78700
78701	78750
78751	78800
78801	78850
78851	78900
78901	78950
78951	79000
79001	79050
79051	79100
79101	79150
79151	79200
79201	79250
79251	79300
79301	79350
79351	79400
79401	79450
79451	79500
79501	79550
79551	79600
79601	79650
79651	79700
79701	79750
79751	79800
79801	79850
79851	79900
79901	79950
79951	80000
80001	80050
80051	80100
80101	80150
80151	80200
80201	80250
80251	80300
80301	80350
80351	80400
80401	80450
80451	80500
80501	80550
80551	80600
80601	80650
80651	80700
80701	80750
80751	80800
80801	80850
80851	80900
80901	80950
80951	81000
81001	81050
81051	81100
81101	81150
81151	81200
81201	81250
81251	81300
81301	81350
81351	81400
81401	81450
81451	81500
81501	81550
81551	81600
81601	81650
81651	81700
81701	81750
81751	81800
81801	81850
81851	81900
81901	81950
81951	82000
82001	82050
82051	82100
82101	82150
82151	82200
82201	82250
82251	82300
82301	82350
82351	82400
82401	82450
82451	82500
82501	82550
82551	82600
82601	82650
82651	82700
82701	82750
82751	82800
82801	82850
82851	82900
82901	82950
82951	83000
83001	83050
83051	83100
83101	83150
83151	83200
83201	83250
83251	83300
83301	83350
83351	83400
83401	83450
83451	83500
83501	83550
83551	83600
83601	83650
83651	83700
83701	83750
83751	83800
83801	83850
83851	83900
83901	83950
83951	84000
84001	84050
84051	84100
84101	84150
84151	84200
84201	84250
84251	84300
84301	84350
84351	84400
84401	84450
84451	84500
84501	84550
84551	84600
84601	84650
84651	84700
84701	84750
84751	84800
84801	84850
84851	84900
84901	84950
84951	85000
85001	85050
85051	85100
85101	85150
85151	85200
85201	85250
85251	85300
85301	85350
85351	85400
85401	85450
85451	85500
85501	85550
85551	85600
85601	85650
85651	85700
85701	85750
85751	85800
85801	85850
85851	85900
85901	85950
85951	86000
86001	86050
86051	86100
86101	86150
86151	86200
86201	86250
86251	86300
86301	86350
86351	86400
86401	86450
86451	86500
86501	86550
86551	86600
86601	86650
86651	86700
86701	86750
86751	86800
86801	86850
86851	86900
86901	86950
86951	87000
87001	87050
87051	87100
87101	87150
87151	87200
87201	87250
87251	87300
87301	87350
87351	87400
87401	87450
87451	87500
87501	87550
87551	87600
87601	87650
87651	87700
87701	87750
87751	87800
87801	87850
87851	87900
87901	87950
87951	88000
88001	88050
88051	88100
88101	88150
88151	88200
